,longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,land_surface,livable_surface,energy_consumption,number_of_bedrooms,number_of_bathrooms,elevator,garden,terrace,furnished,availability,province,street,street_number,garage,balcony
vbe34536,4.3619341,50.8168767,Rent,5000,House,MasterHouse,39656,1050,1927.0,Excellent,195.0,278.0,118079.0,5.0,3.0,False,70.0,17.0,False,Immediately,Brussels,Rue Jules Lejeune,42.0,,
vbe32724,4.313739,50.8918916,Rent,1190,Appartment,Flat,40587,1090,2012.0,Normal,,78.0,,2.0,1.0,,,8.0,False,,Brussels,Avenue du Bourgmestre Etienne Demunter,19.0,,
vbe19877,4.3193694,50.8569755,Rent,1200,Appartment,Flat,38140,1080,1968.0,Normal,,100.0,,2.0,1.0,True,,,,,Brussels,,,1.0,
vbe36865,4.339671,50.80795,Rent,1200,Appartment,Flat,43099,1180,1938.0,Normal,,75.0,,1.0,1.0,False,,3.0,False,,Brussels,Avenue Coghen,153.0,,
vbe36883,4.3506813,50.8552037,Rent,1200,Appartment,Flat,44165,1000,2018.0,Excellent,,63.0,,1.0,1.0,True,,14.0,False,Immediately,Brussels,Quai aux Pierres de Taille,16.0,,
vbe34591,4.3735693,50.8160683,Rent,2200,Appartment,Flat,42479,1050,1915.0,Fully renovated,,113.0,10709.0,2.0,1.0,True,,9.0,True,,Brussels,Boulevard de la Cambre,45.0,,
vbe34643,4.3857974,50.8351558,Rent,2500,House,House,39656,1040,1890.0,Fully renovated,120.0,180.0,40332.0,3.0,2.0,False,45.0,,False,Immediately,Brussels,Rue Richard Kips,28.0,,
vbe32595,4.3848205,50.8122615,Rent,1350,Appartment,Flat,46535,1050,,Normal,,90.0,,1.0,1.0,True,,23.0,False,,Brussels,Avenue Adolphe Buyl,155.0,,
vbe36851,4.3547963,50.7973526,Rent,1200,Appartment,Flat,40457,1180,,Normal,,95.0,19457.0,2.0,1.0,True,,12.0,False,,Brussels,Avenue Circulaire,144.0,1.0,
vbe36867,4.37835821,50.8645588,Rent,1200,Appartment,Flat,40044,1030,1903.0,,,83.0,,2.0,1.0,False,,,False,From 19/06/2026,Brussels,Rue Teniers,19.0,,
vbe35096,4.3472595,50.8559857,Rent,1250,Appartment,Flat,46453,1000,1934.0,Excellent,,50.0,,1.0,1.0,True,,2.0,True,Immediately,Brussels,Quai du Commerce,8.0,,True
vbe36884,4.3480673,50.8534804,Rent,1185,Appartment,Flat,44165,1000,1990.0,Normal,,56.0,,1.0,1.0,False,,,False,,Brussels,Rue du Grand Hospice,40.0,,
vbe35025,4.3008967,50.8740942,Rent,3300,House,House,39656,1083,2001.0,Excellent,8873.0,225.0,30212.0,4.0,2.0,False,20.0,12.0,True,Immediately,Brussels,Venelle Vivaldi,20.0,1.0,
vbe36850,4.3333333,50.8,Rent,1700,Appartment,Flat,39905,1180,1996.0,Fully renovated,,100.0,23273.0,2.0,2.0,True,,6.0,False,Immediately,Brussels,,,,
vbe33188,4.3658967,50.8379318,Rent,1650,Appartment,Duplex,48162,1050,,Excellent,,97.0,16885.0,2.0,2.0,True,,32.0,False,Immediately,Brussels,Rue de Naples,37.0,,
vbe36903,4.388949,50.832177,Rent,1500,Appartment,Flat,40044,1040,,,,95.0,,2.0,1.0,False,,,True,From 01/07/2026,Brussels,,,,
vbe36880,4.3408209,50.8088388,Rent,1425,Appartment,Flat,38611,1180,,Fully renovated,,85.0,16171.0,2.0,1.0,True,,,,,Brussels,Avenue du Floréal,92.0,1.0,
vbe36864,4.344388,50.81903,Rent,850,Appartment,Flat,43099,1190,,Normal,,58.0,,1.0,1.0,False,,,False,,Brussels,RUE BERKENDAEL,28.0,,
vbe34590,4.4106993,50.822803,Rent,1200,Appartment,Flat,40587,1160,1962.0,Normal,,84.0,,2.0,1.0,,,2.0,False,Immediately,Brussels,Avenue Thomas Frissen,1.0,,
vbe35168,4.3330787,50.7842296,Rent,1630,Appartment,Penthouse,42479,1180,2019.0,New,,98.0,612.0,2.0,2.0,True,,25.0,False,,Brussels,Rue des Bigarreaux,11.0,,True
rbw26131,4.3552866,50.8413118,Rent,2150,Appartment,Flat,49251,1000,,,,30.0,,,,,,,,,Brussels,Rue Sainte-Anne Brussels,,,False
rbw26141,4.377691,50.845918,Rent,1700,Appartment,Flat,49242,1000,,Excellent,,92.0,,2.0,1.0,True,,6.0,True,Immediately,Brussels,Square Marie-Louise,1.0,1.0,
vbe36741,4.3166667,50.8,Rent,3800,Appartment,Flat,39905,1190,1905.0,Excellent,,243.0,35200.0,3.0,2.0,True,,8.0,False,Immediately,Brussels,,,2.0,
vbe36839,4.4311516,50.8548971,Rent,1300,Appartment,Flat,43157,1200,2006.0,Fully renovated,,104.0,132.0,2.0,2.0,True,,5.0,False,Immediately,Brussels,Avenue de Calabre,6.0,,
rbw26132,4.3552866,50.8413118,Rent,2150,Appartment,Flat,49251,1000,,,,45.0,,,,,,,,,Brussels,Rue Sainte-Anne Brussels,,,False
rbw26140,4.3679287,50.8200133,Rent,2100,Appartment,Duplex,49242,1050,1904.0,Excellent,,140.0,,2.0,2.0,False,300.0,25.0,False,Immediately,Brussels,Rue Van Eyck,21.0,,
vbe36737,4.3239279,50.7984613,Rent,2000,House,House,40457,1180,1933.0,Fully renovated,380.0,134.0,61578.0,2.0,1.0,False,120.0,,,Immediately,Brussels,Rue du Merlo,76.0,,
vbe36845,4.3990878,50.8085357,Rent,1150,Appartment,Flat,39290,1170,,,,74.0,,1.0,1.0,,,5.0,,From 01/09/2026,Brussels,Drève des Weigélias,13.0,,
rbw26128,4.3526015,50.8472523,Rent,2000,Appartment,Flat,49251,1000,,,,80.0,,,,,,,,,Brussels,Rue Chair et Pain Brussels,,,False
rbw26156,4.3778499,50.8265065,Rent,2050,Appartment,Duplex,49242,1050,1910.0,Excellent,,171.0,,2.0,1.0,False,50.0,15.0,,Immediately,Brussels,Rue Borrens,48.0,,
rbw26155,4.3780251,50.8450942,Rent,1700,Appartment,Flat,49242,1000,,Excellent,,92.0,,2.0,1.0,True,,4.0,True,Immediately,Brussels,Avenue Livingstone,17.0,,
vbe36820,4.3193694,50.8569755,Rent,1225,Appartment,Flat,45859,1080,2018.0,Normal,,85.0,38.0,2.0,1.0,True,,,,Immediately,Brussels,,,,
vbe36790,4.3766927,50.8235717,Rent,2050,Appartment,Duplex,39905,1050,1930.0,Excellent,,170.0,24140.0,2.0,1.0,False,50.0,15.0,False,Immediately,Brussels,,,,
vbe36743,4.3766927,50.8235717,Rent,3800,Appartment,Flat,39905,1050,1905.0,Excellent,,241.0,41436.0,3.0,2.0,True,,22.0,False,Immediately,Brussels,,,1.0,
rwc42831,4.3615283,50.827294,Rent,7995,Appartment,Flat,48967,1050,,Excellent,,80.0,,2.0,2.0,True,,,True,From 23/08/2026,Brussels,Rue de Livourne,97.0,,
vbe36742,4.3166667,50.8,Rent,3800,Appartment,Flat,39905,1190,1905.0,Excellent,,241.0,41436.0,3.0,2.0,True,,22.0,False,Immediately,Brussels,,,1.0,
rbw26129,4.3552866,50.8413118,Rent,2150,Appartment,Flat,49251,1000,,,,30.0,,,,,,,,,Brussels,Rue Sainte-Anne Brussels,,,False
rbw26130,4.3552866,50.8413118,Rent,2150,Appartment,Flat,49251,1000,,,,30.0,,,,,,,,,Brussels,Rue Sainte-Anne Brussels,,,False
rbw26133,4.3526015,50.8472523,Rent,1850,Appartment,Flat,49251,1000,,,,45.0,,,,,,,,,Brussels,Rue Chair et Pain Brussels,,,False
vbe36739,4.3875057,50.8390068,Rent,1400,Appartment,Flat,40457,1040,,Normal,,100.0,,2.0,1.0,True,,,,Immediately,Brussels,Avenue des Nerviens,37.0,,
vbe36660,4.3402184,50.8301436,Rent,2150,Appartment,Flat,43099,1060,,Normal,,160.0,,3.0,2.0,False,,25.0,False,,Brussels,,,1.0,
vbe36727,4.3458451,50.8423041,Rent,1100,Appartment,Flat,46472,1000,,,,,,,,,,,True,From 16/09/2026,Brussels,Place Rouppe Brussels,,,False
vbe36639,4.36665933,50.81046305,Rent,900,Appartment,Flat,38513,1180,1900.0,Normal,,50.0,,1.0,1.0,False,,,False,Immediately,Brussels,Avenue Montjoie,51.0,,
